    -5.53     2.00    32.00   221.87   -38.02     1.00   741.60     1.00      .79   -11.75      .00     1.00
    -4.33     2.00    32.00    12.38  -149.31     5.00   684.39     1.00      .55   -46.14      .00     1.00
    -5.48     2.00    32.00   191.37   -21.13     6.00   861.10     1.00      .74    -6.53      .00     1.00
    -4.69     2.00    32.00   124.91    68.57     9.00   629.73     1.00      .65    21.19      .00     1.00
    -4.57     2.00    32.00   193.74    23.24    18.00   651.38     1.00      .75     7.18      .00     1.00
    -5.11     2.00    32.00   184.78    69.12    19.00   834.66     1.00      .74    21.36      .00     1.00
    -5.37     2.00    32.00  -112.82  -118.89    22.00   714.87     1.00      .63   -36.74      .00     1.00
    -4.41     2.00    32.00    80.11  -138.40    24.00   726.57     1.00      .59   -42.77      .00     1.00
    -4.92     2.00    32.00  -127.85    87.73    30.00   682.83     1.00      .65    27.11      .00     1.00
    -4.77     2.00    32.00  -143.32     8.58    37.00   598.68     1.00      .67     2.65      .00     1.00
    -4.69     2.00    32.00  -126.64  -144.78    38.00   566.13     1.00      .66   -44.74      .00     1.00
    -4.62     2.00    32.00   174.96    91.78    39.00   656.52     1.00      .72    28.36      .00     1.00
    -5.45     2.00    32.00    -1.39  -216.88    40.00   732.86     1.00      .61   -67.02      .00     1.00
    -5.57     2.00    32.00  -205.66    47.18    50.00   512.76     1.00      .77    14.58      .00     1.00
    -4.93     2.00    32.00   143.53    97.80    54.00   814.09     1.00      .67    30.22      .00     1.00
    -4.50     2.00    32.00   -64.38  -155.98    55.00   634.46     1.00      .58   -48.20      .00     1.00
    -5.09     2.00    32.00  -145.83    46.08    60.00   567.25     1.00      .68    14.24      .00     1.00
    -4.51     2.00    32.00    97.47  -137.89    62.00   741.98     1.00      .62   -42.61      .00     1.00
    -4.98     2.00    32.00  -181.92    19.81    68.00   570.63     1.00      .73     6.12      .00     1.00
    -4.56     2.00    32.00   179.09   134.62    70.00   624.73     1.00      .74    41.60      .00     1.00
    -4.71     2.00    32.00   -57.70   219.60    71.00   543.51     1.00      .64    67.86      .00     1.00
    -5.21     2.00    32.00   125.46    70.32    72.00   723.71     1.00      .65    21.73      .00     1.00
    -4.45     2.00    32.00    88.37  -128.24    76.00   730.58     1.00      .60   -39.63      .00     1.00
    -5.07     2.00    32.00    55.13  -178.53    79.00   749.18     1.00      .59   -55.17      .00     1.00
    -5.16     2.00    32.00    51.27  -133.55    80.00   572.94     1.00      .56   -41.27      .00     1.00
    -5.04     2.00    32.00    24.53   225.85    81.00   561.19     1.00      .62    69.79      .00     1.00
    -4.53     2.00    32.00  -101.30  -117.43    82.00   525.60     1.00      .62   -36.29      .00     1.00
    -4.79     2.00    32.00   -98.64   101.06    90.00   572.36     1.00      .61    31.23      .00     1.00
    -5.55     2.00    32.00   -52.49  -131.51    91.00   490.67     1.00      .56   -40.64      .00     1.00
    -4.27     2.00    32.00   -65.08   166.17    92.00   600.65     1.00      .59    51.35      .00     1.00
    -4.57     2.00    32.00    88.75  -191.57    93.00   732.82     1.00      .64   -59.20      .00     1.00
    -4.36     2.00    32.00    11.05  -168.14    94.00   684.26     1.00      .56   -51.96      .00     1.00
    -4.56     2.00    32.00  -188.21   -61.45    95.00   621.99     1.00      .74   -18.99      .00     1.00
    -4.67     2.00    32.00  -126.72   128.25    99.00   529.56     1.00      .65    39.63      .00     1.00
    -4.98     3.00    31.00  -111.01   212.19     3.00   579.62     1.00      .69    65.57      .00     1.00
    -4.88     3.00    31.00   253.22    70.58     8.00   597.18     1.00      .84    21.81      .00     1.00
    -4.89     3.00    31.00   432.67   201.19    10.00   592.24     1.00      .50    62.17      .00     1.00
    -5.18     3.00    31.00  -240.05    68.64    12.00   738.39     1.00      .82    21.21      .00     1.00
    -5.09     3.00    31.00   380.13   103.91    13.00   542.33     1.00      .50    32.11      .00     1.00
    -6.38     3.00    31.00   165.64   193.39    15.00   861.23     1.00      .75    59.76      .00     1.00
    -5.63     3.00    31.00   430.72   136.27    17.00   477.42     1.00      .50    42.11      .00     1.00
    -5.56     3.00    31.00    33.37   286.69    20.00   481.31     1.00      .71    88.59      .00     1.00
    -4.94     3.00    31.00   149.27   263.48    21.00   678.33     1.00      .79    81.42      .00     1.00
    -4.88     3.00    31.00  -125.22  -319.69    23.00   642.89     1.00      .82   -98.79      .00     1.00
    -5.09     3.00    31.00   306.30   263.06    26.00   544.76     1.00      .94    81.29      .00     1.00
    -4.87     3.00    31.00    13.47  -449.39    27.00   625.45     1.00      .90  -138.87      .00     1.00
    -4.85     3.00    31.00   266.15   375.29    28.00   642.89     1.00      .95   115.97      .00     1.00
    -5.19     3.00    31.00    89.67   321.28    29.00   736.22     1.00      .79    99.28      .00     1.00
    -5.67     3.00    31.00   188.98  -156.85    32.00   470.32     1.00      .77   -48.47      .00     1.00
    -4.88     3.00    31.00  -125.63   447.00    35.00   662.68     1.00      .92   138.13      .00     1.00
    -5.20     3.00    31.00  -307.58   174.43    41.00   526.93     1.00      .92    53.90      .00     1.00
    -4.85     3.00    31.00  -378.55   134.20    43.00   599.13     1.00      .50    41.47      .00     1.00
    -5.30     3.00    31.00   206.42   113.72    45.00   513.75     1.00      .78    35.14      .00     1.00
    -5.21     3.00    31.00  -171.38  -187.37    48.00   526.21     1.00      .76   -57.90      .00     1.00
    -5.32     3.00    31.00  -183.12   148.05    51.00   758.31     1.00      .75    45.75      .00     1.00
    -4.94     3.00    31.00  -147.20  -447.80    52.00   684.98     1.00      .93  -138.38      .00     1.00
    -5.00     3.00    31.00   300.91  -131.77    57.00   705.48     1.00      .91   -40.72      .00     1.00
    -5.51     3.00    31.00   204.52   111.10    63.00   487.50     1.00      .78    34.33      .00     1.00
    -5.10     3.00    31.00   184.37   146.27    67.00   724.32     1.00      .76    45.20      .00     1.00
    -6.45     3.00    31.00   322.49   231.54    73.00   862.10     1.00      .94    71.55      .00     1.00
    -6.67     3.00    31.00   225.76  -223.90    75.00   879.04     1.00      .85   -69.19      .00     1.00
    -6.41     3.00    31.00   -38.01   309.31    77.00   401.06     1.00      .75    95.58      .00     1.00
    -5.22     3.00    31.00   146.14  -325.97    85.00   742.37     1.00      .84  -100.73      .00     1.00
    -7.10     3.00    31.00  -120.49   221.67    88.00   353.39     1.00      .71    68.50      .00     1.00
    -5.22     3.00    31.00   103.00  -268.49    89.00   740.79     1.00      .74   -82.97      .00     1.00
    -5.11     3.00    31.00   299.42    12.17    98.00   728.46     1.00      .89     3.76      .00     1.00
